order_count,distance_uncharge,distance_charge,max_dist,obj_uncharge,obj_charge,num_veh,battery_swapping,num_vehicles,scenario
52,23.382082717138704,23.382082717138704,6.55204928728547,23.382082717138704,23.382082717138704,5,0,5,1
45,20.47874656691563,20.47874656691563,6.2510308573701,20.47874656691563,20.47874656691563,4,0,5,2
47,17.92160202318963,17.92160202318963,6.669981483092448,17.92160202318963,17.92160202318963,5,0,5,3
50,19.407149514707893,19.407149514707893,6.170578000919632,19.407149514707893,19.407149514707893,5,0,5,4
45,17.816689450333676,17.816689450333676,4.500615159009284,17.816689450333676,17.816689450333676,5,0,5,5
40,20.41815278312849,20.41815278312849,6.1969266904445295,20.41815278312849,20.41815278312849,5,0,5,6
71,28.28339692047672,28.28339692047672,7.003400772987685,28.28339692047672,28.28339692047672,5,0,5,7
61,25.831611716604318,25.831611716604318,7.104675208470553,25.831611716604318,25.831611716604318,5,0,5,8
50,19.439050169634758,19.439050169634758,5.367033069457046,19.439050169634758,19.439050169634758,5,0,5,9
48,24.437242596343843,24.437242596343843,7.606959996023217,24.437242596343843,24.437242596343843,4,0,5,10
52,23.29170218847478,23.29170218847478,7.475650887941641,23.29170218847478,23.29170218847478,4,0,5,11
51,19.263773969453315,19.263773969453315,5.854866591273441,19.263773969453315,19.263773969453315,5,0,5,12
44,17.112197546820436,17.112197546820436,5.060823691699704,17.112197546820436,17.112197546820436,4,0,5,13
53,25.30957846073546,25.30957846073546,6.258468689027802,25.30957846073546,25.30957846073546,5,0,5,14
43,17.256280835622057,17.256280835622057,5.126177812022319,17.256280835622057,17.256280835622057,4,0,5,15
52,21.795034610461432,21.795034610461432,5.19254414853294,21.795034610461432,21.795034610461432,5,0,5,16
39,16.03545739247145,16.03545739247145,4.910923111337568,16.03545739247145,16.03545739247145,4,0,5,17
47,22.809440515987923,22.809440515987923,8.045681459480283,22.809440515987923,22.809440515987923,4,1,5,18
45,19.983191867473625,19.983191867473625,6.303454211043037,19.983191867473625,19.983191867473625,4,0,5,19
38,18.192467098313596,18.192467098313596,6.279722122112171,18.192467098313596,18.192467098313596,4,0,5,20
49,22.952871363416065,22.952871363416065,6.314311456870519,22.952871363416065,22.952871363416065,4,0,5,21
46,20.044418830079408,20.044418830079408,7.219183640498589,20.044418830079408,20.044418830079408,4,0,5,22
57,23.810218474654206,23.810218474654206,6.5512800278375005,23.810218474654206,23.810218474654206,5,0,5,23
43,19.875334609218687,19.875334609218687,5.926052916102253,19.875334609218687,19.875334609218687,4,0,5,24
48,20.78479438776144,20.78479438776144,5.367346241316316,20.78479438776144,20.78479438776144,5,0,5,25
46,20.252302185989286,20.252302185989286,7.445936843675047,20.252302185989286,20.252302185989286,4,0,5,26
63,25.222395516174338,25.222395516174338,6.93364857643506,25.222395516174338,25.222395516174338,5,0,5,27
44,17.51827084394845,17.51827084394845,6.0743068587122675,17.51827084394845,17.51827084394845,4,0,5,28
53,22.265232331266233,22.265232331266233,7.8700224936930665,22.265232331266233,22.265232331266233,4,0,5,29
39,19.37495370773112,19.37495370773112,6.762656119900084,19.37495370773112,19.37495370773112,4,0,5,30
63,27.2058135633241,27.2058135633241,6.1887966495582045,27.2058135633241,27.2058135633241,5,0,5,31
53,22.38729417028099,22.38729417028099,5.53396050554886,22.38729417028099,22.38729417028099,5,0,5,32
54,23.972390545192436,23.972390545192436,6.019053152223893,23.972390545192436,23.972390545192436,5,0,5,33
53,23.35758074738713,23.35758074738713,6.118483353424384,23.35758074738713,23.35758074738713,5,0,5,34
51,20.104866591273442,20.104866591273442,6.066444629475438,20.104866591273442,20.104866591273442,5,0,5,35
49,24.60465283905204,24.60465283905204,7.0068276436303085,24.60465283905204,24.60465283905204,5,0,5,36
50,21.510273155455035,21.510273155455035,6.081924888463594,21.510273155455035,21.510273155455035,5,0,5,37
38,18.241832055376737,18.241832055376737,6.2690040637776985,18.241832055376737,18.241832055376737,4,0,5,38
43,21.409896603576623,21.409896603576623,7.50871164576783,21.409896603576623,21.409896603576623,4,0,5,39
43,21.76339741757491,21.76339741757491,6.224793393565065,21.76339741757491,21.76339741757491,5,0,5,40
60,25.390931686281338,25.390931686281338,7.390122037605479,25.390931686281338,25.390931686281338,5,0,5,41
56,25.49777486423006,25.49777486423006,8.150103147874287,25.49777486423006,25.49777486423006,5,1,5,42
50,22.205805485478518,22.205805485478518,6.3506443635279055,22.205805485478518,22.205805485478518,5,0,5,43
41,19.137972087936667,19.137972087936667,6.856336137795617,19.137972087936667,19.137972087936667,4,0,5,44
45,20.814982539426104,20.814982539426104,7.602036859830738,20.814982539426104,20.814982539426104,4,0,5,45
58,33.93995240284838,34.02492636733071,8.236045832453055,33.93995240284838,34.02492636733071,5,1,5,46
52,28.43956155939702,28.43956155939702,7.690423403382753,28.43956155939702,28.43956155939702,5,0,5,47
38,16.70722221531808,16.70722221531808,4.738047274037805,16.70722221531808,16.70722221531808,4,0,5,48
52,21.473154833658516,21.473154833658516,5.605576198938695,21.473154833658516,21.473154833658516,5,0,5,49
53,22.499839064461206,22.499839064461206,5.3113549653895396,22.499839064461206,22.499839064461206,5,0,5,50
46,14.949995650390843,14.949995650390843,4.969739769097893,14.949995650390843,14.949995650390843,4,0,5,51
60,26.449786869151332,26.449786869151332,5.925932369791344,26.449786869151332,26.449786869151332,5,0,5,52
43,24.684011458113265,24.684011458113265,6.838042924428649,24.684011458113265,24.684011458113265,4,0,5,53
39,16.054882746964594,16.054882746964594,6.543097170268557,16.054882746964594,16.054882746964594,3,0,5,54
56,27.15553829520176,27.15553829520176,6.681240135707807,27.15553829520176,27.15553829520176,5,0,5,55
44,21.007748518026023,21.007748518026023,7.43858414008227,21.007748518026023,21.007748518026023,4,0,5,56
60,30.419827382653764,30.419827382653764,6.768728174282626,30.419827382653764,30.419827382653764,5,0,5,57
57,26.699225769570134,26.699225769570134,5.990528415375248,26.699225769570134,26.699225769570134,5,0,5,58
51,23.411834665142234,23.411834665142234,6.153180185666174,23.411834665142234,23.411834665142234,5,0,5,59
49,23.907225943554504,23.907225943554504,7.50560353933911,23.907225943554504,23.907225943554504,4,0,5,60
57,24.36944523842072,24.36944523842072,6.62393341369754,24.36944523842072,24.36944523842072,5,0,5,61
53,22.553610796972674,22.553610796972674,6.6065405694259765,22.553610796972674,22.553610796972674,5,0,5,62
65,35.89840990716691,35.89840990716691,7.961470540718555,40.89840990716691,40.89840990716691,5,0,5,63
54,22.031870829035505,22.031870829035505,6.431056209377757,22.031870829035505,22.031870829035505,5,0,5,64
48,22.713152596716668,22.713152596716668,7.066489989685212,22.713152596716668,22.713152596716668,5,0,5,65
45,24.097948848596317,24.134337057427267,8.095656604570816,24.097948848596317,24.134337057427267,5,1,5,66
47,20.159373407732364,20.159373407732364,6.474565349770716,20.159373407732364,20.159373407732364,4,0,5,67
52,20.565187592429197,20.565187592429197,5.793061130649831,20.565187592429197,20.565187592429197,5,0,5,68
47,22.113307318528094,22.113307318528094,7.032428200380279,22.113307318528094,22.113307318528094,5,0,5,69
61,23.247183317384767,23.247183317384767,6.041469795071273,23.247183317384767,23.247183317384767,5,0,5,70
58,26.858267985633866,27.65080902730312,8.508752034995714,26.858267985633866,27.65080902730312,5,1,5,71
50,18.168244124920776,18.168244124920776,5.166816831744692,18.168244124920776,18.168244124920776,4,0,5,72
54,28.891883629313885,29.050951943032548,9.261005753911544,28.891883629313885,29.050951943032548,5,0,5,73
