0,110.727,338.233,338.233,1899.55,65.499,217.632,189.007,151.907,304.268,432.188,441.76,441.76,441.76,427.986,427.986,432.188,388.43,396.835,122.18,188.306,338.233,196.107,256.906,256.906,1607.7,78.62,121.056,812.881,57.039,166.824,1038.065,1024.912,505.982,161.595,319.113,463.69,352.994,269.985,482.393,211.494,372.388,225.336,288.931,376.483,226.06,347.322,347.322,272.184,320.009,415.916,428.578,268.845,300.103,435.269,469.021,593.908,383.682,383.682,332.17,713.457,617.058,562.569,521.335,463.551,380.535,287.607,1501.978,1494.435,1794.768,519.927,545.341,444.002,633.514,432.188,364.308,768.404,853.503,744.597,771.653,779.464,761.632,753.199,373.196,637.45,906.916,679.015,1270.063,1206.57,1155.58,798.559,1089.759,1390.906,846.559,700.749,885.213,964.922,1344.891,697.042,789.427,1317.781,315.545,1005.271,928.246,722.764,1505.574,1503.857,1623.059,1369.071,808.616,1370.351,885.329,1403.705,1234.749,1369.14,1441.694,1358.491,1294.476,710.071,723.441,619.409,681.105,616.679,709.768,692.221,998.057,1049.502,1033.675,1069.349,1067.023,1010.454,950.491,949.659,973.385,1033.675,1005.661,991.775,1076.836,700.226,894.302,894.302,894.302,894.302,894.302,812.881,743.245,743.245,1073.082,1186.33,1580.547,1735.79,532.772,1279.739,1127.931,937.236,461.463,670.942,936.086
110.727,0,235.73,235.73,1791.549,45.228,208.959,262.924,225.824,196.267,324.187,406.103,406.103,406.103,435.68,435.68,324.187,280.429,288.834,116.837,299.033,235.73,190.764,232.201,232.201,1499.699,152.537,45.447,704.119,167.766,240.741,930.064,916.911,448.132,235.512,294.408,403.65,331.136,339.44,549.104,322.221,483.115,304.778,399.658,487.21,336.787,458.049,458.049,382.911,429.103,525.778,539.305,250.665,190.507,375.229,408.981,533.868,325.832,325.832,276.549,653.417,557.018,502.529,461.295,574.278,491.262,398.334,1393.977,1386.434,1686.767,527.692,462.083,435.502,611.735,324.187,372.073,660.403,792.555,636.596,741.63,671.463,700.684,645.198,264.434,528.688,798.915,571.014,1162.062,1098.569,1047.579,690.558,981.758,1282.905,738.558,592.748,777.212,856.921,1236.89,589.041,680.665,1209.78,206.783,896.509,820.245,614.763,1397.573,1395.856,1515.058,1261.07,700.615,1262.35,810.756,1295.704,1126.748,1261.139,1333.693,1250.49,1186.475,601.309,614.679,510.647,572.343,507.917,601.006,583.459,890.056,941.501,972.727,1008.401,1006.075,949.506,842.49,841.658,865.384,972.727,897.66,883.774,1015.888,592.225,785.54,785.54,785.54,785.54,785.54,704.119,701.425,701.425,965.081,1078.329,1472.546,1627.789,540.537,1171.738,1019.93,829.235,352.701,631.938,828.085
338.233,235.73,0,0,2025.697,272.734,215.512,280.577,261.121,430.415,558.335,640.251,640.251,640.251,670.3,670.3,558.335,514.577,522.982,245.758,449.762,0,216.851,134.795,134.795,1733.847,289.318,281.177,713.981,395.272,391.857,1164.212,1151.059,212.402,252.983,72.588,167.92,251.102,549.363,761.771,479.02,651.538,504.714,568.081,655.633,454.262,504.729,504.729,410.933,455.503,552.178,569.896,256.595,202.541,139.499,173.251,298.138,90.102,90.102,40.819,417.687,321.288,266.799,225.565,604.869,521.853,566.757,1597.629,1590.086,1890.419,762.312,696.231,669.65,845.883,558.335,606.693,894.551,1026.703,870.744,975.778,905.611,934.832,879.346,357.79,542.831,820.346,774.546,1236.661,1189.129,1251.111,894.09,1185.29,1357.504,942.09,770.695,980.744,982.778,1440.422,792.573,690.527,1284.379,410.301,873.336,894.844,848.911,1631.721,1599.508,1660.597,1464.722,934.763,1466.002,1044.904,1383.399,1207.299,1335.738,1408.292,1484.638,1420.623,611.171,622.205,520.509,579.869,493.852,601.071,521.24,1124.204,1175.649,1206.875,1242.549,1240.223,1183.654,1076.638,1075.806,1099.532,1206.875,1131.808,1117.922,1250.036,771.986,787.365,787.365,787.365,787.365,787.365,713.981,935.573,935.573,1014.899,1200.588,1618.085,1831.441,775.157,1246.337,1034.994,850.666,556.219,866.086,924.668
338.233,235.73,0,0,2025.697,272.734,215.512,280.577,261.121,430.415,558.335,640.251,640.251,640.251,670.3,670.3,558.335,514.577,522.982,245.758,449.762,0,216.851,134.795,134.795,1733.847,289.318,281.177,713.981,395.272,391.857,1164.212,1151.059,212.402,252.983,72.588,167.92,251.102,549.363,761.771,479.02,651.538,504.714,568.081,655.633,454.262,504.729,504.729,410.933,455.503,552.178,569.896,256.595,202.541,139.499,173.251,298.138,90.102,90.102,40.819,417.687,321.288,266.799,225.565,604.869,521.853,566.757,1597.629,1590.086,1890.419,762.312,696.231,669.65,845.883,558.335,606.693,894.551,1026.703,870.744,975.778,905.611,934.832,879.346,357.79,542.831,820.346,774.546,1236.661,1189.129,1251.111,894.09,1185.29,1357.504,942.09,770.695,980.744,982.778,1440.422,792.573,690.527,1284.379,410.301,873.336,894.844,848.911,1631.721,1599.508,1660.597,1464.722,934.763,1466.002,1044.904,1383.399,1207.299,1335.738,1408.292,1484.638,1420.623,611.171,622.205,520.509,579.869,493.852,601.071,521.24,1124.204,1175.649,1206.875,1242.549,1240.223,1183.654,1076.638,1075.806,1099.532,1206.875,1131.808,1117.922,1250.036,771.986,787.365,787.365,787.365,787.365,787.365,713.981,935.573,935.573,1014.899,1200.588,1618.085,1831.441,775.157,1246.337,1034.994,850.666,556.219,866.086,924.668
1899.55,1791.549,2019.724,2019.724,0,1836.777,2000.508,2054.473,2017.373,1650.891,1569.518,1553.517,1553.517,1553.517,1617.934,1617.934,1569.518,1576.695,1585.1,1908.386,1896.393,2019.724,1982.313,2022.168,2022.168,356.462,1944.086,1811.424,1660.872,1956.589,1928.81,870.519,918.652,2232.126,2027.061,2084.375,2187.644,2121.103,1922.304,1940.001,1912.006,1998.359,1887.642,1989.443,1974.167,1934.147,2054.696,2054.696,1980.271,2028.096,2124.003,2135.952,2042.214,1961.194,2128.788,2181.284,2287.427,2109.826,2109.826,2060.543,2425.72,2325.579,2286.523,2233.598,2117.96,2087.909,1988.119,477.885,764.446,195.903,1621.164,1470.133,1541.3,1528.577,1569.518,1686.877,1236.643,1264.078,1188.776,1435.293,1211.108,1251.985,1217.963,1832.806,1648.793,1583.597,1377.769,1155.95,1466.632,991.895,1257.562,1027.127,1276.793,1307.901,1462.977,1082.296,1255.953,979.072,1395.796,1544.361,1203.668,1765.33,1747.774,1367.509,1211.058,632.418,769.521,779.958,792.974,1133.187,778.73,1162.486,974.24,1249.968,1085.195,1006.136,622.272,700.269,1627.605,1844.777,1718.267,1802.441,1807.184,1861.842,1968.217,915.473,1004.19,1045.614,1125.268,1122.942,1067.292,1038.239,1021.329,1010.402,1045.614,928.654,907.775,968.888,1411.71,1787.938,1787.938,1787.938,1787.938,1787.938,1660.872,1380.648,1380.648,1364.14,1148.678,835.485,548.514,1840.678,1293.091,1566.983,1548.622,1633.808,1368.558,1280.123
65.499,45.228,272.734,272.734,1836.777,0,163.731,217.696,180.596,241.495,369.415,451.331,451.331,451.331,480.908,480.908,369.415,325.657,334.062,71.609,253.805,272.734,145.536,191.407,191.407,1544.927,107.309,90.675,749.347,122.538,195.513,975.292,962.139,440.483,190.284,253.614,398.191,287.495,335.484,547.892,276.993,437.887,290.835,354.43,441.982,291.559,412.821,412.821,337.683,383.875,480.55,494.077,205.437,235.735,369.77,403.522,528.409,318.183,318.183,266.671,647.958,551.559,497.07,455.836,529.05,446.034,353.106,1439.205,1431.662,1731.995,572.92,507.311,480.73,656.963,369.415,417.301,705.631,837.783,681.824,786.858,716.691,745.912,690.426,309.662,573.916,844.143,616.242,1207.29,1143.797,1092.807,735.786,1026.986,1328.133,783.786,637.976,822.44,902.149,1282.118,634.269,725.893,1255.008,252.011,941.737,865.473,659.991,1442.801,1441.084,1560.286,1306.298,745.843,1307.578,855.984,1340.932,1171.976,1306.367,1378.921,1295.718,1231.703,646.537,659.907,555.875,617.571,553.145,646.234,628.687,935.284,986.729,1017.955,1053.629,1051.303,994.734,887.718,886.886,910.612,1017.955,942.888,929.002,1061.116,637.453,830.768,830.768,830.768,830.768,830.768,749.347,746.653,746.653,1010.309,1123.557,1517.774,1673.017,585.765,1216.966,1065.158,874.463,397.929,677.166,873.313
217.632,209.373,215.512,215.512,2000.922,164.145,0,85.251,65.795,405.64,533.56,615.476,615.476,615.476,635.18,635.18,533.56,489.802,498.207,95.452,288.029,215.512,21.525,97.176,97.176,1709.072,139.012,254.82,875.261,274.671,239.412,1139.437,1126.284,346.252,57.657,159.383,304.242,192.307,410.452,622.86,317.287,493.17,365.803,409.713,497.265,253.274,303.741,303.741,209.945,243.355,336.783,368.908,59.147,388.129,281.805,309.573,434.925,223.952,223.952,178.706,554.009,457.61,403.121,361.887,403.881,320.865,406.503,1595.45,1587.907,1888.24,727.121,671.456,644.875,821.108,533.56,571.502,869.776,1001.928,845.969,951.003,880.836,910.057,854.571,465.773,704.111,981.626,772.367,1363.415,1299.922,1248.932,891.911,1183.111,1484.258,939.911,794.101,978.565,1058.274,1438.243,790.394,851.807,1411.133,408.122,1034.582,1021.598,824.136,1606.946,1597.329,1716.411,1462.543,909.988,1463.823,1020.129,1497.057,1328.101,1462.492,1535.046,1459.863,1395.848,772.451,783.485,681.789,741.149,655.132,762.351,682.486,1099.429,1150.874,1182.1,1217.774,1215.448,1158.879,1051.863,1051.031,1074.757,1182.1,1107.033,1093.147,1225.261,793.578,948.611,948.611,948.611,948.611,948.611,875.261,910.798,910.798,1166.434,1279.682,1673.899,1829.262,706.367,1373.091,1196.24,1011.946,554.04,841.311,1029.438
189.007,262.924,280.577,280.577,2054.473,217.696,85.251,0,37.1,459.191,587.111,569.365,569.365,569.365,555.591,555.591,587.111,543.353,551.758,153.947,208.44,280.577,81.37,169.157,169.157,1762.623,110.387,308.371,940.326,246.046,159.823,1192.988,1179.835,418.233,27.594,231.364,375.941,265.245,330.863,543.271,237.698,413.581,286.214,330.124,417.676,173.685,224.152,224.152,130.356,174.926,271.601,289.319,136.464,446.373,347.52,381.272,506.159,295.933,295.933,244.421,625.708,529.309,474.82,433.586,324.292,241.276,326.914,1649.977,1642.434,1942.767,647.532,672.946,571.607,761.119,587.111,491.913,904.378,981.108,899.52,899.258,925.275,889.237,908.122,520.3,769.176,1046.691,826.894,1417.942,1354.449,1303.459,946.438,1237.638,1538.785,994.438,848.628,1033.092,1112.801,1492.77,844.921,916.872,1465.66,462.649,1099.681,1076.125,877.687,1643.757,1651.856,1770.938,1517.07,963.539,1518.35,1012.934,1551.584,1382.628,1517.019,1589.573,1513.414,1449.399,837.516,848.55,746.854,806.214,720.197,827.416,747.585,1152.98,1204.425,1161.28,1196.954,1194.628,1138.059,1105.414,1104.582,1128.308,1161.28,1160.584,1146.698,1204.441,848.105,1013.71,1013.71,1013.71,1013.71,1013.71,940.326,870.85,870.85,1220.961,1334.209,1728.426,1883.789,626.778,1427.618,1261.339,1077.011,608.567,798.547,1083.965
151.907,225.824,261.121,261.121,2017.373,180.596,65.795,37.1,0,422.091,550.011,588.938,588.938,588.938,575.164,575.164,550.011,506.253,514.658,116.847,228.599,261.121,44.27,149.701,149.701,1725.523,73.287,271.271,920.87,208.946,177.992,1155.888,1142.735,398.777,9.688,211.908,356.485,245.789,350.436,562.844,257.857,433.74,305.787,350.283,437.835,194.616,245.651,245.651,166.541,211.111,307.786,325.504,117.008,409.273,328.064,361.816,486.703,276.477,276.477,224.965,606.252,509.853,455.364,414.13,360.477,277.461,348.959,1612.877,1605.334,1905.667,667.105,687.907,591.18,780.692,550.011,511.486,886.227,1000.681,862.42,918.831,897.287,908.81,871.022,483.2,747.454,1017.695,789.794,1380.842,1317.349,1266.359,909.338,1200.538,1501.685,957.338,811.528,995.992,1075.701,1455.67,807.821,897.416,1428.56,425.549,1080.225,1039.025,840.587,1623.397,1614.756,1733.838,1479.97,926.439,1481.25,1032.507,1514.484,1345.528,1479.919,1552.473,1476.314,1412.299,818.06,829.094,727.398,786.758,700.741,807.96,728.129,1115.88,1167.325,1180.853,1216.527,1214.201,1157.632,1068.314,1067.482,1091.208,1180.853,1123.484,1109.598,1224.014,811.005,994.254,994.254,994.254,994.254,994.254,920.87,890.423,890.423,1183.861,1297.109,1691.326,1846.689,646.351,1390.518,1238.71,1048.015,571.467,818.12,1046.865
304.268,196.267,430.415,430.415,1663.21,241.495,405.226,459.191,422.091,0,170.112,252.028,252.028,252.028,316.445,316.445,170.112,126.354,134.759,313.104,438.92,430.415,387.031,426.886,426.886,1372.055,348.804,216.142,596.239,361.307,437.008,801.725,789.267,642.817,431.779,489.093,598.335,525.821,464.831,540.176,454.533,612.932,430.169,531.97,588.74,476.674,597.223,597.223,522.798,570.623,666.53,678.479,446.932,372.318,569.914,603.666,728.553,520.517,520.517,471.234,848.102,751.703,697.214,655.98,713.452,630.436,530.646,1269.379,1261.836,1562.169,450.605,308.008,281.427,457.66,170.112,301.106,507.549,639.701,508.952,587.555,528.446,547.83,517.554,243.93,416.054,680.446,452.545,1043.593,980.1,927.826,572.089,862.005,1164.436,620.089,474.279,657.459,737.168,1113.727,470.572,572.785,1091.311,176.454,795.964,701.776,486.424,1269.234,1271.258,1391.895,1136.472,572.971,1137.752,671.527,1172.541,1008.279,1142.67,1215.224,1122.846,1058.831,510.555,523.956,419.893,481.62,466.492,521.15,562.955,761.717,813.162,819.873,855.547,853.221,796.652,714.846,714.014,737.045,819.873,770.016,755.435,863.034,473.756,688.342,688.342,688.342,688.342,688.342,596.239,548.571,548.571,846.612,958.576,1349.383,1503.191,469.57,1053.269,901.461,710.766,249.975,477.863,709.616
